default,0,1.39,2.78,4.17,5.56,6.94,8.33,9.72,11.11,12.5,13.89
0,0.570,0.11,-0.04,-0.04,-0.041,-0.096,-0.137,-0.178,-0.234,-0.322,-0.456
0.1,0.466,0.08,-0.1,-0.121,-0.206,-0.261,-0.302,-0.343,-0.399,-0.487,-0.621
0.2,0.1,0.05,-0.165,-0.296,-0.381,-0.436,-0.476,-0.517,-0.574,-0.661,-0.795
0.3,-0.1,-0.207,-0.398,-0.528,-0.613,-0.668,-0.709,-0.75,-0.807,-0.894,-1.028
0.4,-0.281,-0.547,-0.738,-0.868,-0.953,-1.008,-1.049,-1.09,-1.146,-1.234,-1.367
0.5,-0.776,-1.042,-1.233,-1.364,-1.449,-1.504,-1.544,-1.585,-1.642,-1.729,-1.863
0.6,-1.476,-1.743,-1.934,-2.064,-2.149,-2.204,-2.244,-2.285,-2.342,-2.43,-2.563
0.7,-2.43,-2.697,-2.887,-3.018,-3.103,-3.158,-3.198,-3.239,-3.296,-3.383,-3.517
0.8,-3.687,-3.953,-4.144,-4.274,-4.359,-4.414,-4.455,-4.496,-4.552,-4.64,-4.774
