default,0,1.39,2.78,4.17,5.56,6.94,8.33,9.72,11.11,12.5,13.89
0,0.554,0.0263,-0.319,-0.32,-0.321,-0.322,-0.323,-0.324,-0.325,-0.326,-0.456
0.1,0.445,0.0253,-0.32,-0.321,-0.322,-0.323,-0.326,-0.333,-0.399,-0.487,-0.621
0.2,0.00641,-0.166,-0.43,-0.444,-0.445,-0.488,-0.501,-0.502,-0.574,-0.661,-0.795
0.3,-0.139,-0.517,-0.614,-0.615,-0.616,-0.668,-0.709,-0.75,-0.807,-0.894,-1.03
0.4,-0.441,-0.685,-0.788,-1.02,-1.02,-1.03,-1.05,-1.09,-1.15,-1.23,-1.37
0.5,-0.786,-1.06,-1.23,-1.36,-1.45,-1.5,-1.54,-1.58,-1.64,-1.73,-1.86
0.6,-1.48,-1.74,-1.93,-2.06,-2.15,-2.2,-2.24,-2.29,-2.34,-2.43,-2.56
0.7,-2.43,-2.7,-2.89,-3.02,-3.1,-3.16,-3.2,-3.24,-3.3,-3.38,-3.52
0.8,-3.69,-3.95,-4.14,-4.27,-4.36,-4.41,-4.46,-4.5,-4.55,-4.64,-4.77
